Year,Player,Age,Hometown,Home State,Tm,G,GS,Cmp,Att,Yds,TD,Int,Y/A,Rec,Y/R,FantPos,FantPt,Height (inches),Weight,College,Conference,College wins,College losses,DOB,Draft Round,Draft Year,Wonderlic,40�Yard,Bench Press,Vert Leap�(in),Broad Jump�(in),Shuttle,3Cone
2013,Patrick Edwards,25,0,,DET,4,2,0,0,46,0,0,,5,9.2,WR,5,69,175,Houston,American,98,88,1/0/1900,0,0,0,4.58,0,0,0,0,0
2000,Jeff Robinson,30,Spokane,WA,STL,16,2,0,0,52,0,0,,5,10.4,TE,5,76,264,Idaho,Sun Belt,48,130,2/20/1970,0,1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Laurent Robinson,23,Fort Lewis,WA,ATL,6,0,0,0,52,0,0,,5,10.4,WR,5,74,192,Illinois St.,Missouri Valley ,#N/A,#N/A,5/20/1985,3,0,0,4.38,19,39,127,4.28,6.83
2009,Jeremi Johnson,29,Louisville,KY,CIN,16,8,0,4,41,0,0,2,6,6.83,RB,5,71,265,Indiana,Big Ten,58,118,9/4/1980,4,2003,0,4.9,20,29,103,0,0
2009,Albert Young,24,Moorestown,NJ,MIN,7,0,0,12,0,0,0,4.42,0,,RB,5,70,209,Iowa,Big Ten,108,79,2/25/1985,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Delvin Joyce,25,Martinsville,VA,NYG,16,0,0,11,7,0,0,3.55,3,2.33,RB,5,67,195,James Madison,Colonial Athletic Association,#N/A,#N/A,9/21/1978,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Brandon Banks,25,Garner,NC,WAS,12,0,0,7,15,0,0,5.14,8,1.88,WR,5,67,150,Kansas St.,Big 12,118,71,5/29/1900,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Michael Bishop,24,Galveston,TX,NWE,8,0,3,7,0,0,1,-0.14,0,,QB,5,74,215,Kansas St.,Big 12,118,71,5/15/1976,0,1999,10,4.85,33,33,113,4.62,7.63
2012,Josh Cribbs,29,Washington,DC,CLE,16,2,0,6,63,0,0,7,7,9,WR,5,73,192,Kent St.,MAC,66,111,7/10/1900,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Artose Pinner,29,Hopkinsville,KY,ATL,7,0,0,5,0,0,0,9.2,0,,RB,5,12,232,Kentucky,SEC,71,110,1/5/1978,4,2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Brian Jones,24,Bastrop,LA,JAX,13,1,0,0,49,0,0,,3,16.33,TE,5,75,235,La-Lafayette,Sun Belt,74,104,8/23/1981,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Samkon Gado,27,0,,STL,15,0,0,14,25,0,0,1.86,3,8.33,RB,5,71,210,Liberty,Big South,#N/A,#N/A,1/0/1900,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Luke McCown,29,Jacksonville,TX,JAX,1,0,11,1,0,0,0,4,0,,QB,5,75,0,Louisiana Tech,Conference USA,86,95,7/12/1981,4,2004,24,4.71,0,37.5,125,4.28,6.75
2011,Chris Redman,34,Louisville,KY,ATL,5,0,18,5,0,0,1,-1.2,0,,QB,5,75,223,Louisville,ACC,127,61,7/7/1977,3,2000,16,5.37,0,26.5,98,4.78,7.8
2004,Eric Edwards,24,Monroe,LA,ARI,16,1,0,0,51,0,0,,5,10.2,TE,5,77,256,LSU,SEC,146,48,8/4/1980,0,0,0,4.65,10,34,113,4.27,7.3
2012,Quinn Johnson,26,New Orleans,LA,TEN,16,8,0,4,40,0,0,1.25,5,8,RB,5,73,251,LSU,SEC,146,48,9/7/1900,5,2009,0,4.82,16,32,115,0,0
2003,Robert Royal,24,New Orleans,LA,WAS,6,6,0,0,48,0,0,,5,9.6,TE,5,76,257,LSU,SEC,146,48,5/15/1979,5,2002,0,4.97,31,31,114,4.27,7.37
2011,LaQuan Williams,23,Baltimore,MD,BAL,12,0,0,0,46,0,0,,4,11.5,WR,5,73,200,Maryland,Big Ten,98,86,6/27/1988,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Quinten Lawrence,25,Lafayette,LA,KAN,6,1,0,2,9,0,0,21,1,9,WR,5,73,175,McNeese St.,Southland,#N/A,#N/A,9/21/1984,6,0,0,4.4,20,0,0,0,0
2006,Nate Jackson,27,San Jose,CA,DEN,11,0,0,0,49,0,0,,5,9.8,WR,5,75,223,Menlo,#N/A,#N/A,#N/A,6/4/1979,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Andre King,31,Kingston,Jamaica,CLE,9,2,0,0,49,0,0,,5,9.8,WR,5,71,195,Miami (FL),ACC,130,58,11/26/1973,7,2001,0,4.61,0,35.5,0,0,0
2008,Bubba Franks,30,Riverside,CA,NYJ,8,4,0,0,47,0,0,,6,7.83,TE,5,78,263,Miami (FL),ACC,130,58,1/6/1978,1,2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Kellen Winslow,21,San Diego,CA,CLE,2,2,0,0,50,0,0,,5,10,TE,5,76,254,Miami (FL),ACC,130,58,7/21/1983,1,2004,0,4.62,24,0,120,0,0
2011,Jake O'Connell,26,Naples,FL,KAN,8,4,0,0,52,0,0,,7,7.43,TE,5,76,255,Miami (OH),MAC,84,99,11/6/1985,7,2009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Aaron Shea,26,Ottawa,IL,CLE,7,3,0,0,49,0,0,,7,7,TE,5,75,255,Michigan,Big Ten,124,64,12/5/1976,4,2000,0,4.81,37.5,37.5,114,4.3,6.72
2012,Garrett Celek,24,Cincinnati,OH,SFO,13,0,0,0,51,0,0,,4,12.75,TE,5,77,252,Michigan St.,Big Ten,112,76,9/8/1900,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Javon Ringer,22,Dayton,OH,TEN,7,0,0,8,0,0,0,6,0,,RB,5,69,200,Michigan St.,Big Ten,112,76,2/2/1987,5,2009,0,4.55,23,34,115,4.11,6.87
2013,MarQueis Gray,23,0,,CLE,12,2,0,6,8,0,0,7.17,2,4,TE,5,76,250,Minnesota,Big Ten,90,96,1/0/1900,0,0,0,4.73,15,30,111,4.3,7.25
2004,Fred McAfee,36,Philadelphia,MS,NOR,11,0,0,2,0,0,0,27,0,,RB,5,70,193,Mississippi Col.,#N/A,#N/A,#N/A,6/20/1968,6,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Brock Olivo,24,St. Louis,MO,DET,13,0,0,0,50,0,0,,3,16.67,RB,5,73,226,Missouri,SEC,109,78,6/24/1976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Damien Nash,23,St. Louis,MO,TEN,3,0,0,6,14,0,0,5.33,3,4.67,RB,5,70,215,Missouri,SEC,109,78,4/14/1982,5,2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Dwayne Blakley,28,St. Joseph,MO,ATL,12,3,0,0,48,0,0,,7,6.86,TE,5,76,257,Missouri,SEC,109,78,8/10/1979,0,0,0,4.96,21,32.5,107,4.29,7.33
2013,Niles Paul,24,Omaha,NE,WAS,15,4,0,0,51,0,0,,4,12.75,WR,5,73,225,Nebraska,Big Ten,134,61,8/9/1989,5,2011,0,4.45,24,34.5,117,4.14,6.9
2012,Roy Helu,24,Danville,CA,WAS,3,0,0,2,45,0,0,1,7,6.43,RB,5,73,216,Nebraska,Big Ten,134,61,8/3/1900,4,2011,0,4.4,11,36.5,119,4.01,6.67
2011,Zach Potter,25,Omaha,NE,JAX,15,7,0,0,50,0,0,,5,10,TE,5,79,280,Nebraska,Big Ten,134,61,5/4/1986,0,0,0,4.9,20,31,106,4.48,7.75
2013,Virgil Green,25,Tulare Union,CA,DEN,16,3,0,0,45,0,0,,9,5,TE,5,12,0,Nevada-Reno,Mountain West,93,93,8/3/1988,7,2011,0,4.54,23,42.5,130,4.4,6.9
2004,Philip Rivers,23,Decatur,AL,SDG,2,0,5,4,0,0,0,-1.25,0,,QB,5,77,228,North Carolina St.,ACC,98,88,12/8/1981,1,2004,30,5.08,0,0,0,0,0
2006,Jim Kleinsasser,29,Carrington,ND,MIN,16,12,0,0,47,0,0,,7,6.71,TE,5,75,272,North Dakota,Big Sky,#N/A,#N/A,1/31/1977,2,1999,0,4.79,18,34.5,114,4.33,7.24
2003,Travis Brown,26,Phoenix,AZ,BUF,2,0,14,1,0,0,1,5,0,,QB,5,75,215,Northern Arizona,Big Sky,#N/A,#N/A,7/17/1977,0,0,35,5.01,29,29,101,4.87,7.54
2006,Brad Cieslak,24,Long Grove,IL,BUF,7,2,0,0,46,0,0,,6,7.67,TE,5,75,262,Northern Illinois,MAC,119,69,7/1/1982,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Armando Allen,22,Opalocka,FL,CHI,2,0,0,15,0,0,0,3.2,0,,RB,5,12,205,Notre Dame,Independent,112,74,4/30/1989,0,0,0,4.52,23,0,0,0,0
2002,John Owens,22,Washington,DC,DET,15,8,0,0,49,0,0,,5,9.8,TE,5,75,266,Notre Dame,Independent,112,74,1/10/1980,5,2002,0,4.77,38.5,38.5,117,0,0
2010,Ryan Grant,28,Suffern,NY,GNB,1,1,0,8,0,0,0,5.63,0,,RB,5,73,218,Notre Dame,Independent,112,74,12/9/1982,0,0,0,4.43,17,33.5,115,4.14,7.1
2000,Brian Stablein,30,Erie,PA,DET,14,4,0,0,53,0,0,,8,6.63,WR,5,73,193,Ohio St.,Big Ten,138,41,4/14/1970,0,1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Joe Germaine,24,Denver,CO,STL,3,0,9,3,0,0,2,0,0,,QB,5,73,202,Ohio St.,Big Ten,138,41,8/11/1975,4,1999,25,4.83,32,32,105,4.21,7.18
2004,Rickey Dudley,32,Henderson,TX,TAM,3,0,0,0,48,0,0,,3,16,TE,5,78,255,Ohio St.,Big Ten,138,41,7/15/1972,1,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Brody Eldridge,24,La Cygne,KS,IND,13,8,0,0,45,0,0,,9,5,TE,5,77,265,Oklahoma,Big 12,160,39,3/31/1987,5,2010,0,4.72,0,31.5,0,0,0
2005,Billy Bajema,23,Oklahoma City,OK,SFO,15,7,0,0,54,0,0,,5,10.8,TE,5,77,261,Oklahoma St.,Big 12,113,73,10/31/1982,7,2005,0,4.74,16,31.5,113,4.3,7.05
2012,David Paulson,23,Auburn,WA,PIT,16,5,0,0,51,0,0,,7,7.29,TE,5,75,243,Oregon,Pac 12,143,47,8/30/1900,7,2012,0,4.79,21,32,110,4.4,7.18
2009,Kellen Clemens,26,Burns,OR,NYJ,10,1,13,12,0,0,0,0.08,0,,QB,5,74,0,Oregon,Pac 12,143,47,6/6/1983,2,2006,35,4.89,0,0,0,0,0
2011,Sammie Stroughter,25,Vallejo,CA,TAM,6,0,0,0,52,0,0,,4,13,WR,5,69,182,Oregon St.,Pac 12,111,76,1/3/1986,7,2009,0,4.54,13,30,110,4.28,7.03
2011,Deon Butler,25,Woodbridge,VA,SEA,5,0,0,0,51,0,0,,6,8.5,WR,5,12,170,Penn St.,Big Ten,15,68,1/4/1986,3,2009,0,4.31,12,34.5,118,4.48,7.01
2004,Joey Harris,24,Houston,TX,CAR,4,0,0,15,0,0,0,3.53,0,,RB,5,70,205,Purdue,Big Ten,92,94,12/18/1980,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Daimon Shelton,28,Duarte,CA,JAX,16,9,0,2,48,0,0,1.5,4,12,RB,5,73,262,Sacramento St.,Big Sky,#N/A,#N/A,9/15/1972,0,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Jeff Webb,26,Pontiac,MI,KAN,5,1,0,0,46,0,0,,5,9.2,WR,5,74,200,San Diego St.,Mountain West,77,104,1/31/1982,6,2006,0,4.4,0,36,126,4.08,6.81
2003,Obafemi Ayanbadejo,28,Chicago,IL,MIA,16,2,0,1,53,0,0,-2,12,4.42,RB,5,74,235,San Diego St.,Mountain West,77,104,3/5/1975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,James Hodgins,25,San Jose,CA,STL,9,8,0,3,47,0,0,2.33,9,5.22,RB,5,73,274,San Jose St.,Mountain West,72,107,4/30/1977,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Tyson Thompson,26,Irving,TX,DAL,8,0,0,14,0,0,0,3.86,0,,RB,5,73,215,San Jose St.,Mountain West,72,107,5/21/1981,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Taylor Thompson,23,Plano,TX,TEN,16,4,0,0,46,0,0,,6,7.67,TE,5,78,259,SMU,American,65,115,9/15/1900,5,2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Andrew Pinnock,24,Hartford,CT,SDG,1,0,0,9,26,0,0,2.89,3,8.67,RB,5,70,260,South Carolina,SEC,110,76,3/12/1980,7,2003,0,4.62,22,0,0,0,0
2000,Robert Brooks,30,Greenwood,SC,DEN,4,0,0,0,51,0,0,,3,17,WR,5,73,177,South Carolina,SEC,110,76,6/23/1970,0,1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Weslye Saunders,24,Durham,NC,IND,6,1,0,0,46,0,0,,4,11.5,TE,5,77,270,South Carolina,SEC,110,76,1/16/1989,0,0,0,4.82,19,33.5,0,0,0
2011,Stefan Logan,30,Tampa,FL,DET,16,1,0,9,19,0,0,3.56,1,19,WR,5,67,177,South Dakota,Missouri Valley,#N/A,#N/A,6/2/1981,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Deji Karim,27,Oklahoma City,OK,HOU,7,0,0,12,-1,0,0,4.25,1,-1,RB,5,71,200,Southern Illinois,Missouri Valley,#N/A,#N/A,11/18/1986,6,2010,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Harold Shaw,25,Magee,MS,NWE,8,0,0,9,31,0,0,2.56,2,15.5,RB,5,73,228,Southern Miss,Conference USA,104,85,9/3/1974,6,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Erik Lorig,27,Rolling Hills,CA,TAM,15,9,0,0,47,0,0,,11,4.27,WR,5,76,265,Stanford,Pac 12,101,81,11/17/1986,7,2010,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Erik Lorig,25,Rolling Hills,CA,TAM,16,7,0,0,53,0,0,,6,8.83,RB,5,76,265,Stanford,Pac 12,101,81,11/17/1986,7,2010,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Jim Dray,24,Paramus,NJ,ARI,16,3,0,0,47,0,0,,3,15.67,TE,5,77,253,Stanford,Pac 12,101,81,12/31/1986,7,2010,0,4.82,17,0,0,0,0
2012,Ryan Whalen,23,Alamo,CA,CIN,9,0,0,0,53,0,0,,7,7.57,WR,5,73,204,Stanford,Pac 12,101,81,7/22/1900,6,2011,0,4.53,18,38.5,123,4.09,6.67
2012,Steve Maneri,24,Saddle Brook,NJ,KAN,13,8,0,0,51,0,0,,5,10.2,TE,5,78,275,Temple,American,59,117,10/1/1900,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Andy McCullough,24,Dayton,OH,ARI,2,0,0,0,45,0,0,,3,15,WR,5,75,210,Tennessee,SEC,113,75,11/11/1975,7,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Jay Graham,26,Concord,NC,SEA,11,0,0,12,6,0,0,3.58,1,6,RB,5,73,220,Tennessee,SEC,113,75,7/14/1975,3,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Avion Black,25,Nashville,TN,HOU,11,0,0,0,52,0,0,,6,8.67,WR,5,71,185,Tennessee St.,Ohio Valley,#N/A,#N/A,4/24/1977,4,2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Clif Groce,28,College Station,TX,CIN,8,6,0,3,45,0,0,1.33,11,4.09,RB,5,71,245,Texas A&M,SEC,107,79,7/30/1972,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Hunter Goodwin,31,Bellville,TX,MIN,16,5,0,0,26,0,0,,4,6.5,TE,5,77,268,Texas A&M-Kingsville,#N/A,#N/A,#N/A,10/10/1972,4,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Cortez Hankton,25,New Orleans,LA,JAX,12,1,0,0,48,0,0,,5,9.6,WR,5,73,200,Texas Southern,SWAC,#N/A,#N/A,1/20/1981,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Danny Amendola,26,The Woodlands,TX,STL,1,1,0,0,45,0,0,,5,9,WR,5,12,183,Texas Tech,Big 12,120,70,11/2/1985,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Sammy Morris,25,San Antonio,TX,BUF,16,0,0,2,48,0,0,2.5,3,16,RB,5,73,220,Texas Tech,Big 12,120,70,3/23/1977,5,2000,0,4.65,37.5,37.5,117,4.21,7.05
2003,Paul Smith,25,El Paso,TX,DET,7,0,0,2,45,0,0,2.5,5,9,RB,5,71,234,Texas-El Paso,Conference USA,69,112,1/31/1978,5,2000,0,4.95,26.5,26.5,111,4.29,7.02
2007,Bruce Gradkowski,24,Pittsburgh,PA,TAM,4,0,13,7,0,0,1,2.86,0,,QB,5,73,220,Toledo,MAC,112,72,1/27/1983,6,2006,0,4.59,0,34,107,4.16,7.13
2011,DuJuan Harris,23,Brooksville,FL,JAX,5,0,0,9,4,0,0,4.67,1,4,RB,5,67,197,Troy,Sun Belt,83,75,9/3/1988,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Matt Slater,26,Los Angeles County,CA,NWE,16,3,0,0,46,0,0,,1,46,WR,5,73,198,UCLA,Pac 12,100,88,9/9/1985,5,2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Terrence Austin,22,Long Beach,CA,WAS,5,0,0,0,47,0,0,,3,15.67,WR,5,71,175,UCLA,Pac 12,100,88,8/25/1988,7,2010,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Alex Smith,30,Seattle,WA,CLE,12,2,0,0,47,0,0,,13,3.62,TE,5,76,0,Utah,Pac 12,123,61,1/0/1900,1,2005,0,4.75,28,0,0,0,0
2001,Todd Yoder,23,New Palestine,IN,TAM,16,1,0,0,48,0,0,,4,12,TE,5,76,250,Vanderbilt,SEC,65,114,3/18/1978,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Fred Coleman,26,Tyler,TX,NWE,8,0,0,0,50,0,0,,2,25,WR,5,73,190,Washington,Pac 12,86,98,1/31/1975,6,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Mark Bruener,32,Olympia,WA,HOU,16,11,0,0,52,0,0,,4,13,TE,5,76,260,Washington,Pac 12,86,98,9/16/1972,1,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Owen Schmitt,23,Fairfax,VA,SEA,15,1,0,5,29,0,0,4.2,6,4.83,RB,5,74,251,West Virginia,Big 12,120,67,2/13/1985,5,2008,0,4.73,26,0,0,0,0
2003,Oronde Gadsden,32,Charleston,SC,MIA,6,0,0,0,48,0,0,,4,12,WR,5,74,215,Winston-Salem St.,MEAC,#N/A,#N/A,8/20/1971,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Aaron Stecker,34,Green Bay,WI,ATL,9,0,0,5,34,0,0,3,5,6.8,RB,5,70,213,Wisconsin,Big Ten,135,60,11/13/1975,0,0,0,4.84,23,32.5,113,4.17,7
2003,Ahmad Merritt,26,Chicago,IL,CHI,15,1,0,0,50,0,0,,3,16.67,WR,5,70,195,Wisconsin,Big Ten,135,60,2/5/1977,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Brooks Bollinger,29,Grand Forks,ND,DAL,2,0,10,0,0,0,1,,0,,QB,5,73,0,Wisconsin,Big Ten,135,60,11/15/1979,6,2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Scottie Vines,25,Alexander City,AL,DET,6,1,0,0,51,0,0,,3,17,WR,5,74,220,Wyoming,Mountain West,69,109,4/17/1979,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Teddy Williams,25,Tyler,TX,ARI,3,0,0,0,51,0,0,,1,51,WR,5,75,198,#N/A,#N/A,#N/A,#N/A,7/3/1988,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Bernard Scott,28,Wichita Falls,TX,CIN,2,0,0,8,0,0,0,4.38,0,,RB,4,70,200,Abilene Christian,Southland,#N/A,#N/A,7/18/1900,6,0,0,4.44,21,36,125,4.08,6.82
2000,Patrick Hape,26,Killen,AL,TAM,16,2,0,0,39,0,0,,6,6.5,TE,4,76,262,Alabama,SEC,114,58,6/6/1974,0,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Rod Rutledge,26,Birmingham,AL,NWE,15,14,0,0,35,0,0,,5,7,TE,4,77,262,Alabama,SEC,114,58,8/12/1975,2,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Johnny Huggins,25,Zachary,LA,DAL,10,2,0,0,36,0,0,,8,4.5,TE,4,75,245,Alabama St.,SWAC,#N/A,#N/A,3/29/1976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Paul Shields,23,Mesa,AZ,IND,13,3,0,0,37,0,0,,4,9.25,RB,4,73,238,Arizona,Pac 12,82,99,1/31/1976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Andrew Walter,26,Phoenix,AZ,OAK,2,1,22,5,0,0,3,3.8,0,,QB,4,78,0,Arizona St.,Pac 12,101,86,5/11/1982,3,2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Brock Osweiler,23,Coeur d'Alene,ID,DEN,4,0,11,3,0,0,0,0.67,0,,QB,4,79,240,Arizona St.,Pac 12,101,86,11/22/1990,2,2012,25,4.83,0,0,0,0,0
2003,J.R. Redmond,26,Los Angeles,CA,OAK,1,0,0,9,6,0,0,3.33,1,6,RB,4,71,215,Arizona St.,Pac 12,101,86,9/28/1977,3,2000,0,4.48,32.5,32.5,121,0,0
2001,Keith Poole,27,San Jose,CA,DEN,6,3,0,0,38,0,0,,5,7.6,WR,4,73,188,Arizona St.,Pac 12,101,86,6/18/1974,4,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Paul Justin,31,Schaumburg,IL,STL,10,0,9,5,0,0,0,-0.2,0,,QB,4,76,211,Arizona St.,Pac 12,101,86,5/19/1968,7,1991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Steve Bush,26,Paradise Valley,AZ,CIN,16,0,0,0,39,0,0,,3,13,TE,4,75,280,Arizona St.,Pac 12,101,86,7/4/1974,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Terrelle Smith,28,West Covina,CA,CLE,16,8,0,8,21,0,0,1.75,8,2.63,RB,4,73,246,Arizona St.,Pac 12,101,86,3/12/1978,4,2000,0,5,19,32.5,109,4.85,8.38
2002,Terrelle Smith,24,West Covina,CA,NOR,16,8,0,5,30,0,0,2.2,9,3.33,RB,4,73,246,Arizona St.,Pac 12,101,86,3/12/1978,4,2000,0,5,32.5,32.5,109,4.85,8.38
2009,Ben Obomanu,26,Selma,AL,SEA,14,0,0,0,41,0,0,,4,10.25,WR,4,73,203,Auburn,SEC,130,61,10/30/1983,7,2006,0,4.45,0,38,116,4.23,7.18
2007,Courtney Taylor,23,Carrollton,AL,SEA,8,0,0,0,38,0,0,,5,7.6,WR,4,75,204,Auburn,SEC,130,61,4/7/1984,6,2007,0,4.5,0,36,122,4.28,7.22
2010,Tony Richardson,39,Frankfurt,Germany,NYJ,16,10,0,5,31,0,0,2.6,5,6.2,RB,4,73,238,Auburn,SEC,130,61,12/17/1971,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Korey Hall,26,Mountain Home,ID,GNB,11,5,0,0,41,0,0,,5,8.2,RB,4,73,230,Boise St.,Mountain West,165,29,8/5/1983,6,2007,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Ryan Purvis,24,Allentown,PA,TAM,10,2,0,0,38,0,0,,5,7.6,TE,4,75,255,Boston Col.,ACC,116,74,5/8/1986,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Sean Ryan,26,Buffalo,NY,NYJ,16,3,0,0,44,0,0,,6,7.33,TE,4,77,254,Boston Col.,ACC,116,74,3/27/1980,5,2004,0,4.97,22,32.5,115,0,0
2006,Gabe Reid,29,Pago Pago,American,CHI,13,1,0,0,37,0,0,,4,9.25,TE,4,76,260,BYU,Independent,122,67,5/28/1977,0,0,0,4.82,23,37,119,4.32,7.49
2008,Naufahu Tahi,27,Fontana,CA,MIN,16,5,0,0,37,0,0,,16,2.31,RB,4,73,230,BYU,Independent,122,67,10/30/1981,0,0,0,4.85,35,29,101,4.7,7.74
2004,Ian Smart,24,Kingston,NY,TAM,4,0,0,2,10,0,0,13,2,5,RB,4,68,192,C.W. Post,#N/A,#N/A,#N/A,2/28/1980,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,C.J. Anderson,22,0,,DEN,5,0,0,7,0,0,0,5.43,0,,RB,4,68,224,California,Pac 12,90,94,1/0/1900,0,0,0,4.6,17,32,119,4.12,7.15
2011,Kyle Boller,30,Burbank,CA,OAK,2,1,15,9,0,0,3,4.22,0,,QB,4,75,220,California,Pac 12,90,94,6/17/1981,1,2003,27,4.61,0,35.5,117,4.02,7.2
2013,Will Ta'ufo'ou,27,Redwood City,CA,JAX,16,7,0,1,40,0,0,1,10,4,RB,4,71,253,California,Pac 12,90,94,6/19/1986,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Chansi Stuckey,28,Warner Robins,GA,ARI,9,0,0,0,39,0,0,,4,9.75,WR,4,12,182,Clemson,ACC,123,68,10/4/1983,7,2007,0,4.56,0,35,120,4.14,6.91
2005,Lamont Hall,31,Clover,SC,NOR,16,5,0,0,36,0,0,,6,6,TE,4,76,260,Clemson,ACC,123,68,11/16/1974,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Nate Eachus,22,0,,KAN,11,2,0,5,19,0,0,3.6,1,19,RB,4,70,212,Colgate,Patriot League,#N/A,#N/A,7/30/1900,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Charles Johnson,30,San Bernardino,CA,BUF,16,0,0,0,39,0,0,,3,13,WR,4,73,200,Colorado,Pac 12,78,108,1/3/1972,1,1994,0,4.84,34,34,118,0,7.5
2005,Koy Detmer,32,San Antonio,TX,PHI,16,0,32,1,0,0,3,1,0,,QB,4,73,0,Colorado,Pac 12,78,108,7/5/1973,7,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
